gene1,gene2,correlation,module1,module2,adj_pvalue
bact_ASV_5,bact_ASV_148,0.021631980181631844,turquoise,turquoise,4.044373634744435e-4
bact_ASV_5,arc_ASV_2,0.01120859636331485,turquoise,grey,9.252177341547429e-8
bact_ASV_5,fun_ASV_1,0.004851093378158634,turquoise,grey,9.599585601537894e-4
bact_ASV_5,fun_ASV_22,0.007953452233780092,turquoise,blue,7.142380710886146e-4
bact_ASV_5,fun_ASV_6,0.001952165031857694,turquoise,grey,1.8771671292863828e-6
bact_ASV_5,fun_ASV_24,0.007953452233780092,turquoise,blue,7.141946840110366e-4
bact_ASV_5,fun_ASV_28,0.001066680621606529,turquoise,turquoise,6.635045271663644e-4
bact_ASV_5,fun_ASV_2,0.005088663299353677,turquoise,grey,1.5479691244964255e-7
bact_ASV_5,fun_ASV_38,0.014671907420629182,turquoise,blue,1.0530970393615442e-8
bact_ASV_5,fun_ASV_15,0.021126823568104646,turquoise,grey,9.824218666268899e-9
bact_ASV_5,fun_ASV_23,0.010816864395924893,turquoise,grey,9.546139389806916e-9
bact_ASV_5,fun_ASV_27,0.019825193811726927,turquoise,turquoise,1.6914243755350226e-15
bact_ASV_5,fun_ASV_14,0.012021482454266211,turquoise,turquoise,1.0928919517263855e-6
bact_ASV_5,fun_ASV_34,0.007953452233780092,turquoise,blue,7.141513022043178e-4
bact_ASV_5,fun_ASV_48,0.0020228140414854314,turquoise,grey,8.440570232878219e-4
bact_ASV_5,fun_ASV_64,0.007953452233780092,turquoise,blue,7.141079256674978e-4
bact_ASV_5,fun_ASV_35,0.005109894048575064,turquoise,grey,1.3528153268665155e-4
bact_ASV_5,fun_ASV_39,0.0023290014795834123,turquoise,turquoise,7.141394063486077e-4
bact_ASV_5,fun_ASV_31,0.007953452233780082,turquoise,blue,7.119889110512775e-4
bact_ASV_5,fun_ASV_82,0.007953452233780082,turquoise,blue,7.11945796789981e-4
bact_ASV_5,fun_ASV_37,7.022448879381689e-4,turquoise,turquoise,3.64972466831939e-4
bact_ASV_5,fun_ASV_51,0.007953452233780092,turquoise,blue,7.140645543996164e-4
bact_ASV_5,fun_ASV_60,0.007953452233780092,turquoise,blue,7.140211883997136e-4
bact_ASV_5,fun_ASV_21,0.012217534511538385,turquoise,turquoise,5.702262916488587e-9
bact_ASV_5,fun_ASV_41,0.004825006968414543,turquoise,turquoise,7.881909880167259e-4
bact_ASV_5,fun_ASV_112,0.007953452233780092,turquoise,blue,7.139778276668297e-4
bact_ASV_5,fun_ASV_55,0.007953452233780092,turquoise,blue,7.139344722000052e-4
bact_ASV_5,fun_ASV_57,0.0019158465259236552,turquoise,grey,1.644158650983272e-6
bact_ASV_5,fun_ASV_66,0.007953452233780092,turquoise,blue,7.138911219982806e-4
bact_ASV_5,fun_ASV_111,0.010864487468041632,turquoise,grey,8.40227419066427e-9
bact_ASV_5,fun_ASV_33,0.005476542732271353,turquoise,turquoise,7.272141026955093e-7
bact_ASV_5,fun_ASV_42,0.010898822624734402,turquoise,grey,7.64617625866655e-9
bact_ASV_5,fun_ASV_52,0.011219747476327731,turquoise,turquoise,1.0381182750060645e-4
bact_ASV_5,fun_ASV_89,0.0049103828479243146,turquoise,grey,1.4504431539969504e-7
bact_ASV_5,fun_ASV_91,0.007953452233780092,turquoise,blue,7.138477770606973e-4
bact_ASV_5,fun_ASV_73,0.0029008318207465085,turquoise,grey,1.0089818154889752e-6
bact_ASV_5,fun_ASV_92,0.007953452233780092,turquoise,blue,7.138044373862962e-4
bact_ASV_5,fun_ASV_65,0.0022834722000858107,turquoise,turquoise,6.941528647499461e-7
bact_ASV_5,fun_ASV_101,0.0018284075752281258,turquoise,grey,7.484329339543167e-4
bact_ASV_5,fun_ASV_109,0.007953452233780092,turquoise,blue,7.137611029741187e-4
bact_ASV_5,fun_ASV_135,0.007953452233780092,turquoise,blue,7.137177738232067e-4
bact_ASV_5,fun_ASV_83,0.007953452233780092,turquoise,blue,7.13674449932602e-4
bact_ASV_5,fun_ASV_54,0.005370136757691673,turquoise,grey,2.9395378419970735e-4
bact_ASV_5,fun_ASV_81,0.007953452233780092,turquoise,blue,7.136311313013466e-4
bact_ASV_5,fun_ASV_70,0.007953452233780092,turquoise,blue,7.135878179284829e-4
bact_ASV_5,fun_ASV_44,0.014729257810320088,turquoise,blue,1.0250163585042325e-8
bact_ASV_5,fun_ASV_115,0.007953452233780092,turquoise,blue,7.135445098130536e-4
bact_ASV_5,fun_ASV_103,0.010883317766901794,turquoise,grey,7.979894344672341e-9
bact_ASV_5,fun_ASV_138,0.007953452233780092,turquoise,blue,7.135012069541015e-4
bact_ASV_5,fun_ASV_117,0.0010489368072463272,turquoise,grey,2.0048660394877363e-4
bact_ASV_5,fun_ASV_18,0.029352397087799555,turquoise,grey,4.61658828672227e-10
bact_ASV_5,fun_ASV_169,0.007953452233780092,turquoise,blue,7.134579093506697e-4
bact_ASV_5,fun_ASV_176,0.007953452233780092,turquoise,blue,7.134146170018012e-4
bact_ASV_5,fun_ASV_126,0.00170180461929063,turquoise,turquoise,5.296064249808303e-4
bact_ASV_5,fun_ASV_104,0.0027307224223237355,turquoise,turquoise,2.623318826776138e-8
bact_ASV_5,fun_ASV_167,0.007953452233780092,turquoise,blue,7.133713299065399e-4
bact_ASV_5,fun_ASV_72,0.007953452233780092,turquoise,blue,7.133280480639294e-4
bact_ASV_5,fun_ASV_141,0.007953452233780092,turquoise,blue,7.132847714730136e-4
bact_ASV_5,fun_ASV_129,0.007953452233780082,turquoise,blue,7.119026877499088e-4
bact_ASV_5,fun_ASV_130,0.007953452233780082,turquoise,blue,7.118595839301129e-4
bact_ASV_5,fun_ASV_128,0.007953452233780082,turquoise,blue,7.11816485329645e-4
bact_ASV_5,fun_ASV_165,0.007953452233780092,turquoise,blue,7.132415001328369e-4
bact_ASV_5,fun_ASV_125,0.002183054434019863,turquoise,grey,1.7900349288164778e-6
bact_ASV_5,fun_ASV_152,0.007953452233780092,turquoise,blue,7.131982340424437e-4
bact_ASV_5,fun_ASV_156,0.007953452233780092,turquoise,blue,7.131549732008786e-4
bact_ASV_5,fun_ASV_122,0.021892936107473702,turquoise,grey,7.260827051812581e-9
bact_ASV_5,fun_ASV_143,5.36576910204942e-4,turquoise,grey,2.066722512743423e-4
bact_ASV_5,fun_ASV_139,0.004045481287951155,turquoise,turquoise,9.452478431550862e-5
bact_ASV_5,fun_ASV_157,0.007953452233780082,turquoise,blue,7.11773391947557e-4
bact_ASV_5,fun_ASV_181,0.007953452233780082,turquoise,blue,7.117303037829012e-4
bact_ASV_5,fun_ASV_199,0.007953452233780082,turquoise,blue,7.116872208347303e-4
bact_ASV_3,bact_ASV_1,0.02377796167278909,turquoise,turquoise,3.0365348127885086e-11
bact_ASV_3,bact_ASV_5,0.008362058027343366,turquoise,turquoise,2.5403663013792084e-8
bact_ASV_3,bact_ASV_10,0.027761283531416877,turquoise,turquoise,1.269195494705306e-12
bact_ASV_3,bact_ASV_8,0.024067373501966242,turquoise,turquoise,2.714582579269481e-10
bact_ASV_3,bact_ASV_36,5.769834910752592e-4,turquoise,grey,5.101851404867454e-4
bact_ASV_3,bact_ASV_11,0.023948767863713725,turquoise,turquoise,6.033524669701782e-8
bact_ASV_3,bact_ASV_17,0.01832559295772434,turquoise,turquoise,6.875992049855037e-8
bact_ASV_3,bact_ASV_9,0.023806303206373284,turquoise,turquoise,9.146523870978055e-9
bact_ASV_3,bact_ASV_24,0.022688922670127194,turquoise,turquoise,1.4031918968984575e-13
bact_ASV_3,bact_ASV_21,0.02858278140246203,turquoise,turquoise,1.635797442211397e-10
bact_ASV_3,bact_ASV_35,0.00501395025339902,turquoise,grey,1.2505825817595223e-9
bact_ASV_3,bact_ASV_41,0.008771534803791285,turquoise,grey,6.5649107948556844e-12
bact_ASV_3,bact_ASV_32,0.001484877609366442,turquoise,grey,8.450360181355226e-6
bact_ASV_3,bact_ASV_45,0.005635632820610692,turquoise,grey,3.0420883688053892e-9
bact_ASV_3,bact_ASV_47,0.009208437244455513,turquoise,turquoise,5.871514891424115e-9
bact_ASV_3,bact_ASV_38,0.027485245776196408,turquoise,turquoise,1.899757444462261e-11
bact_ASV_3,bact_ASV_58,0.008174005199098285,turquoise,turquoise,5.429709294298161e-8
bact_ASV_3,bact_ASV_49,0.020022145419460957,turquoise,turquoise,1.7539172641734565e-9
bact_ASV_3,bact_ASV_81,0.0027231459232784677,turquoise,grey,9.02626743206082e-6
bact_ASV_3,bact_ASV_33,0.02774805859153948,turquoise,turquoise,5.799654075486593e-10
bact_ASV_3,bact_ASV_73,0.04028916826441695,turquoise,turquoise,7.966874835412969e-20
bact_ASV_3,bact_ASV_68,0.009060240721344832,turquoise,turquoise,8.284754005612061e-4
bact_ASV_3,bact_ASV_84,0.014696257817653024,turquoise,turquoise,3.2229290553267867e-10
bact_ASV_3,bact_ASV_69,0.008952104256896454,turquoise,turquoise,6.11067945149071e-4
bact_ASV_3,bact_ASV_119,0.0016234230541813694,turquoise,grey,1.5757787898595682e-6
bact_ASV_3,bact_ASV_86,0.002248456487866788,turquoise,grey,1.2834671220721609e-5
bact_ASV_3,bact_ASV_75,0.021371253445976113,turquoise,turquoise,3.6953744239274556e-7
bact_ASV_3,bact_ASV_92,0.01105320286437339,turquoise,turquoise,8.996697197769867e-9
bact_ASV_3,bact_ASV_114,0.006778008067888179,turquoise,turquoise,1.0819155694926098e-5
bact_ASV_3,bact_ASV_65,0.014514193035769262,turquoise,turquoise,8.376518650006989e-4
bact_ASV_3,bact_ASV_59,0.0220900911635934,turquoise,turquoise,1.4613923374816375e-7
bact_ASV_3,bact_ASV_131,0.019802771323701566,turquoise,turquoise,7.938928415820306e-14
bact_ASV_3,bact_ASV_70,0.002109904798770259,turquoise,grey,4.150942304837037e-5
bact_ASV_3,bact_ASV_93,0.005719984734815286,turquoise,turquoise,9.361721854107917e-4
bact_ASV_3,bact_ASV_91,0.018164683586198393,turquoise,turquoise,2.5924120059180716e-8
bact_ASV_3,bact_ASV_124,0.026984435862423946,turquoise,turquoise,3.696617129896459e-9
bact_ASV_3,bact_ASV_99,0.007673137547358704,turquoise,grey,5.709373889409042e-10
bact_ASV_3,bact_ASV_104,0.0050345174688061515,turquoise,turquoise,2.4188081691557453e-9
bact_ASV_3,bact_ASV_112,0.001136950044939983,turquoise,grey,6.209810403143787e-6
bact_ASV_3,bact_ASV_122,0.002442179366763636,turquoise,grey,1.0318943631665562e-5
bact_ASV_3,bact_ASV_127,0.006054727826953219,turquoise,grey,2.1490703140389247e-8
bact_ASV_3,bact_ASV_143,0.014238983734472787,turquoise,turquoise,2.567434759434992e-10
bact_ASV_3,bact_ASV_150,0.015629039096628067,turquoise,turquoise,1.9000952109722655e-10
bact_ASV_3,bact_ASV_103,0.009529391580854868,turquoise,turquoise,3.0728625062679365e-5
bact_ASV_3,bact_ASV_177,0.002248456487866788,turquoise,grey,1.2833614521296224e-5
bact_ASV_3,bact_ASV_140,0.01251850913667313,turquoise,turquoise,3.520342327535173e-10
bact_ASV_3,arc_ASV_2,0.004446317625596752,turquoise,grey,1.1354373574075834e-8
bact_ASV_3,arc_ASV_6,0.012919748734284883,turquoise,turquoise,2.1789648518474517e-13
bact_ASV_3,fun_ASV_10,0.0017453569629258079,turquoise,grey,2.0718478738101276e-5
bact_ASV_3,fun_ASV_22,0.03590206689442479,turquoise,blue,2.4864819139877393e-6
bact_ASV_3,fun_ASV_24,0.03590206689442479,turquoise,blue,2.4862584300839113e-6
bact_ASV_3,fun_ASV_38,0.0028010937594273064,turquoise,blue,7.845307151318126e-6
bact_ASV_3,fun_ASV_27,0.007027592493452085,turquoise,turquoise,6.189073118206669e-11
bact_ASV_3,fun_ASV_32,0.002117471463319279,turquoise,grey,2.919601796651331e-4
bact_ASV_3,fun_ASV_11,0.0014593353943443616,turquoise,grey,7.370680926168713e-4
bact_ASV_3,fun_ASV_36,0.0015610022561346895,turquoise,grey,6.9430797739028e-6
bact_ASV_3,fun_ASV_14,0.004947356316061218,turquoise,turquoise,2.174639333011751e-8
bact_ASV_3,fun_ASV_9,0.001035697308173395,turquoise,grey,2.2499754632455133e-4
bact_ASV_3,fun_ASV_34,0.03590206689442479,turquoise,blue,2.4860349863497438e-6
bact_ASV_3,fun_ASV_49,0.0011439379104902635,turquoise,grey,3.6887605520041154e-4
bact_ASV_3,fun_ASV_40,0.0042519907387063745,turquoise,grey,3.8268793643432877e-7
bact_ASV_3,fun_ASV_64,0.03590206689442479,turquoise,blue,2.485811582774407e-6
bact_ASV_3,fun_ASV_94,0.0040399957003590635,turquoise,grey,6.835651876471369e-6
bact_ASV_3,fun_ASV_19,0.0037900271222734688,turquoise,turquoise,4.2965993930366733e-7
bact_ASV_3,fun_ASV_31,0.03590206689442479,turquoise,blue,2.4900631283745844e-6
bact_ASV_3,fun_ASV_86,0.001530505978339727,turquoise,grey,5.715698524988171e-6
bact_ASV_3,fun_ASV_82,0.03590206689442479,turquoise,blue,2.4898390002802212e-6
